Bulan/Tahun,Value
02/01/2016,5.50
08/01/2016,5.61
02/01/2017,5.33
08/01/2017,5.50
02/01/2018,5.10
08/01/2018,5.30
02/01/2019,4.98
08/01/2019,5.23
02/01/2020,4.94
08/01/2020,7.07
02/01/2021,6.26
08/01/2021,6.49
02/01/2022,5.83
08/01/2022,5.86
02/01/2023,5.45
08/01/2023,5.32
